"CAST(""timestamp"" AS BIGINT)",CAST(solving_id AS INTEGER),question_id,user_answer,CAST(elapsed_time AS INTEGER)
1549170512721,30,q661,c,23000
1549172267911,40,q11261,c,26000
1549174248072,50,q1176,b,18000
1549175075244,60,q1295,b,16000
1549175780602,70,q226,a,22000
1549198342983,80,q2535,d,52333
1549198342990,80,q2537,b,52333
1549198343153,80,q2536,c,52333
1549202198717,90,q5049,a,50000
1549203288783,100,q4018,c,69000
1549244505324,110,q6,d,23000
1549245729012,120,q8067,d,29000
1549246110721,130,q107,d,22000
1549247077479,140,q6565,a,42250
1549247077487,140,q6567,d,42250
1549247077513,140,q6568,b,42250
1549247077533,140,q6566,a,42250
1549264207027,150,q6557,d,5250
1549264207120,150,q6560,c,5250
1549264207129,150,q6559,c,5250
1549264207228,150,q6558,b,5250
1549266525825,160,q1254,b,17000
1549268523048,170,q3788,d,13000
1549271134630,180,q8775,a,49000
1549272004133,190,q5787,a,35000
1549272999652,200,q9053,b,100000
1549274029846,210,q3665,a,90000
1549274939935,220,q5045,c,26000
1549343700320,230,q7053,d,64600
1549343700402,230,q7051,d,64600
1549343700421,230,q7052,a,64600
1549343700428,230,q7050,c,64600
1549343700496,230,q7049,d,64600
1549347522562,240,q11236,a,24000
1549348485771,250,q6832,a,43750
1549348485795,250,q6829,a,43750
1549348485838,250,q6831,b,43750
1549348485838,250,q6830,d,43750
1549354867694,260,q5095,b,35000
1549359553617,270,q3919,a,60000
1549432241654,280,q2507,a,24666
1549432241711,280,q2505,a,24666
1549432241718,280,q2506,a,24666
1550489679432,290,q243,a,20000
1550490329975,300,q662,a,19000
1550503464965,310,q3757,a,58000
1550682154151,320,q5223,d,56000
1550683389774,330,q5743,d,16000
1550684363705,340,q4311,d,15000
1550685254953,350,q4865,a,71000
1550763969726,360,q6210,b,105000
1550910828125,370,q10297,b,37000
1550911530587,380,q9453,a,42000
1550912724832,390,q5242,a,20000
1550913559380,400,q6523,b,72000
1550918263515,410,q400,b,22000
1550918931717,420,q393,c,23000
1550919424652,430,q647,b,18000
1550919804185,440,q8075,c,28000
1550920191696,450,q8084,b,35000
1550921005535,460,q1606,b,32333
1550921005539,460,q1605,b,32333
1550921005549,460,q1607,c,32333
1550922154604,470,q5492,c,23000
1551018850707,480,q8113,a,23000
1551276618673,490,q5782,a,26000
1551277601130,500,q5206,a,73000
1551280192483,510,q10634,a,46750
1551280192506,510,q10635,a,46750
1551280192522,510,q10636,c,46750
1551280192688,510,q10637,d,46750
1551434394125,520,q7193,a,92800
1551434394174,520,q7192,a,92800
1551434394179,520,q7195,d,92800
1551434394202,520,q7194,a,92800
1551434394249,520,q7196,b,92800
1551531148800,530,q6970,b,42250
1551531148835,530,q6972,d,42250
1551531148852,530,q6969,c,42250
1551531148859,530,q6971,b,42250
1552138860089,540,q1,b,19000
1552142879945,550,q7565,b,63000
1552142879946,550,q7566,c,63000
1552142879998,550,q7563,a,63000
1552142880021,550,q7564,b,63000
1552148599939,560,q1660,a,29000
1552148599953,560,q1661,a,29000
1552148600039,560,q1659,c,29000
1552231482135,570,q1093,b,18000
1552231948218,580,q1362,c,24000
1552484403302,590,q6074,b,36000
1552484904350,590,q6074,a,38000
1552485909563,600,q8931,b,75000
1552562240665,610,q11634,b,57750
1552562240689,610,q11633,d,57750
1552562240721,610,q11631,d,57750
1552562240738,610,q11632,a,57750
1552575349504,620,q806,a,19000
1552636337351,630,q11238,b,34000
1552636758809,640,q151,d,31000
1553061302477,650,q4633,d,97000
1553169275012,660,q2365,b,26333
1553169275016,660,q2364,d,26333
1553169275060,660,q2366,a,26333
1553254666076,670,q9608,a,79000
1553255670351,680,q6466,d,46000
1553498258212,690,q8106,d,30000
1553498692572,700,q79,a,24000
1553499162437,710,q8175,a,23000
1553668587632,720,q5331,a,48000
1553850319701,730,q10155,c,73000
1553858622545,740,q4190,a,61000
1553860444735,750,q9384,b,18000
1553861685316,760,q4819,d,7000
1553862657960,770,q9560,a,55000
1554190602069,780,q3985,d,57000
1554296686743,790,q8838,c,225000
1554461728724,800,q9791,b,49000
1560925608983,810,q8460,d,26000
1561207591568,820,q186,d,24000
1561208020177,830,q149,b,15000
1561208399142,840,q26,b,25000
1561210044806,850,q309,c,27000
1561210718985,860,q694,b,25000
1561211761070,870,q6553,a,58500
1561211761095,870,q6555,b,58500
1561211761105,870,q6556,a,58500
1561211761148,870,q6554,c,58500
1561213594417,880,q6494,d,40000
1561524090423,890,q9068,d,33000
1562574528238,900,q3039,c,33666
1562574528257,900,q3040,a,33666
1562574528281,900,q3041,b,33666
1562725716967,910,q7260,d,75800
1562725716973,910,q7259,b,75800
1562725716976,910,q7257,d,75800
1562725716981,910,q7258,b,75800
1562725717359,910,q7261,c,75800
1563188666248,920,q1531,a,28666
1563188666286,920,q1530,c,28666
1563188666294,920,q1532,d,28666
1563190543408,930,q6667,a,39000
1563190543441,930,q6665,c,39000
1563190543470,930,q6668,a,39000
1563190543496,930,q6666,b,39000
1563594956168,940,q4210,d,48000
1563595642253,950,q10308,a,35000
1563596593378,960,q5075,b,32000
1563783208149,970,q11880,c,50250
1563783208177,970,q11882,d,50250
1563783208208,970,q11879,b,50250
1563783208307,970,q11881,c,50250
1565673120817,10,q5116,c,89000
1565916730741,20,q3935,c,83000
1566621475519,30,q580,a,17000
1567378521522,40,q5307,d,37000
1567982313362,50,q4470,a,34000
1569299180556,60,q4879,b,37000
1569796872078,70,q5505,d,90000
1570432504599,80,q8874,d,29000
1570632644626,90,q8379,a,42000
1570670479590,100,q3652,b,24000
1571007350192,110,q4545,c,13000
1571042445984,120,q5769,a,50000
1571180019998,130,q17119,b,20000
1571624627000,140,q3691,b,23000
1571837977259,150,q3691,b,23000
1571856023000,160,q5264,a,10000
1571864587000,170,q1148,b,11000
1571865105000,180,q1133,a,9000
1572069175325,190,q8460,a,30000
1572077727221,200,q479,b,18000
1572078287373,210,q715,c,17000
1572096068000,220,q4480,a,4000
1572267885000,230,q9400,d,21000
1572309418404,240,q4480,a,4000
1572481234563,250,q9400,d,21000
1572485163000,260,q5759,c,8000
1572485878000,270,q4360,d,20000
1572661768000,280,q17264,c,3000
1572699151446,290,q4873,c,12000
1572872396086,300,q5725,a,192000
1572875086980,310,q6098,b,165000
1573086693105,320,q9816,c,59000
1573385251000,330,q8985,c,14000
1573386152000,340,q9926,c,27000
1573598601346,350,q8985,c,14000
1573599502422,360,q9926,c,27000
1573909569000,370,q17588,a,43000
1574123012536,380,q9574,c,19000
1575240382437,390,q6183,b,21000
1575241298437,400,q8848,c,10000
1517126756820,10,q4178,b,7000
1515888025971,10,q4178,c,8000
1573169706000,20,q18071,a,13000
1573169960000,30,q5067,b,15000
1573192308000,40,q802,b,15000
1573192529000,50,q5222,b,5000
1573321725000,60,q5406,a,14000
1573321939000,70,q4473,a,23000
1573353857000,80,q8128,b,10000
1573354059000,90,q8080,d,18000
1573354271000,100,q185,a,10000
1573383118476,110,q1005,c,16000
1573383383196,120,q6112,a,11000
1573389427000,130,q8075,b,14000
1573389616000,140,q11212,c,18000
1573405680663,150,q896,c,17000
1573405897983,160,q5468,b,8000
1573535075206,170,q5406,a,14000
1573535288956,180,q4473,a,23000
1573567206723,190,q8128,b,10000
1573567408450,200,q8080,d,18000
1573567621171,210,q185,a,10000
1573602776560,220,q8075,b,14000
1573602966378,230,q11212,c,18000
1515888174445,10,q4178,c,15000
1516157885393,10,q4178,c,10000
1515888532218,10,q6215,b,8000
1515913984618,20,q4178,c,33000
1515921690168,30,q10957,d,25000
1515923149679,40,q11262,a,16000
1515931453300,50,q6071,a,37000
1515937746364,60,q3420,c,22000
1515937747082,60,q3421,d,22000
1515937747806,60,q3422,a,22000
1515976800731,70,q4331,c,15000
1515978886808,80,q5652,d,47000
1515992048413,90,q11249,b,21000
1515993734001,100,q1268,c,20000
1516002816613,110,q6981,a,34000
1516002817519,110,q6982,b,34000
1516002818547,110,q6983,c,34000
1516002819331,110,q6984,b,34000
1516018762477,120,q1737,d,13333
1516018763541,120,q1738,a,13333
1516018764336,120,q1739,d,13333
1516030681005,130,q626,a,15000
1516062136851,140,q4489,b,81000
1516066016830,150,q3288,a,13666
1516066017292,150,q3289,c,13666
1516066017702,150,q3290,d,13666
1516067902770,160,q1235,c,15000
1516068635363,170,q273,b,19000
1516072229931,180,q3692,c,9000
1516083567366,190,q9578,a,21000
1516107267283,200,q1734,b,21333
1516107268296,200,q1735,a,21333
1516107269395,200,q1736,a,21333
1516109952624,210,q3114,b,18000
1516109953224,210,q3115,c,18000
1516109953731,210,q3116,b,18000
1516111046417,220,q310,c,16000
1516119742380,230,q17,c,23000
1516121879710,240,q8585,b,17000
1516123214277,250,q6985,d,32000
1516123215047,250,q6986,c,32000
1516123215642,250,q6987,d,32000
1516123216226,250,q6988,a,32000
1516155515365,260,q4245,c,12000
1516158717715,270,q542,c,19000
1516163206391,280,q5665,d,26000
1516168924979,290,q3911,b,45000
1516211373486,300,q644,a,17000
1516240194220,310,q4108,a,9000
1516249518769,320,q6705,b,37000
1516249519094,320,q6706,b,37000
1516249519508,320,q6707,c,37000
1516249519863,320,q6708,c,37000
1516259897747,330,q1314,c,18000
1516265090059,340,q255,a,17000
1516266620329,350,q1060,c,15000
1516279206414,360,q3204,b,26333
1516279207742,360,q3205,d,26333
1516279208870,360,q3206,b,26333
1516323266934,370,q5607,a,23000
1516325119756,380,q7770,c,58333
1516325120194,380,q7771,b,58333
1516325120486,380,q7772,d,58333
1516331355945,390,q549,b,19000
1516358700260,400,q1004,b,21000
1516362535121,410,q3069,a,19333
1516362535983,410,q3070,c,19333
1516362537116,410,q3071,b,19333
1516364667090,420,q1108,a,8000
1516367130152,430,q2604,a,24666
1516367131346,430,q2605,d,24666
1516367132430,430,q2606,b,24666
1516430405493,440,q2442,a,14000
1516430405928,440,q2443,d,14000
1516430406512,440,q2444,b,14000
1516446412821,450,q8162,b,29000
1516510034924,460,q1101,b,17000
1516548235224,470,q4844,c,9000
1516548701602,480,q5686,c,5000
1516549399653,490,q6414,a,11000
1516606787377,500,q4476,b,22000
1516612777470,510,q1986,d,26000
1516612778089,510,q1987,a,26000
1516612778684,510,q1988,d,26000
1516643081529,520,q2106,a,21333
1516643082034,520,q2107,a,21333
1516643082505,520,q2108,b,21333
1516644434490,530,q1917,d,22333
1516644436056,530,q1918,a,22333
1516644436818,530,q1919,c,22333
1516646553697,540,q3438,d,25666
1516646554530,540,q3439,c,25666
1516646555245,540,q3440,a,25666
1516647210488,550,q1052,c,24000
1516647941419,560,q10,c,23000
1516675599573,570,q6641,a,36000
1516675601049,570,q6642,b,36000
1516675601967,570,q6643,b,36000
1516675602863,570,q6644,b,36000
1516691706369,580,q406,a,18000
1516707195664,590,q5031,d,33000
1516709513866,600,q6181,c,13000
1516710197129,610,q8509,d,39000
1516721618633,620,q6383,a,11000
1516722632715,630,q4724,b,11000
1516723535161,640,q5740,b,19000
1516725008763,650,q6020,d,9000
1516727091321,660,q285,a,21000
1516753075213,670,q6337,d,10000
1516753820262,680,q5309,d,19000
1516754708304,690,q9538,d,55000
1516755372306,700,q3655,a,17000
1516756051404,710,q10283,a,90000
1516756744862,720,q6332,c,16000
1516761286002,730,q6577,b,46750
1516761287105,730,q6578,d,46750
1516761288140,730,q6579,d,46750
1516761289082,730,q6580,a,46750
1516769167662,740,q9607,b,26000
1516769645450,750,q4605,a,30000
1516788442695,760,q3951,d,27000
1516870489721,770,q10077,a,7000
1516925849317,780,q8686,b,21000
1516927705746,790,q5246,a,27000
1516948850017,800,q5662,d,14000
1516996788890,810,q2976,d,16000
1516996789565,810,q2977,a,16000
1516996790334,810,q2978,b,16000
1516997643059,820,q2070,a,19666
1516997643805,820,q2071,a,19666
1516997644467,820,q2072,b,19666
1517032791914,830,q4481,a,18000
1517033401365,840,q3938,b,7000
1517033804014,850,q4913,b,6000
1517062245731,860,q1626,d,23000
1517062246503,860,q1627,a,23000
1517062247342,860,q1628,d,23000
1517282943483,870,q5758,b,24000
1517327304973,880,q9486,a,16000
1517328045472,890,q6327,a,47000
1517329202550,900,q5770,c,22000
1517360551202,910,q9650,b,4000
1517360972872,920,q1345,c,17000
1517366034917,930,q1458,a,18000
1517366035315,930,q1459,b,18000
1517366035694,930,q1460,c,18000
1517379206299,940,q8683,c,13000
1517379791273,950,q5673,a,16000
1517392143418,960,q1030,b,17000
1517408878326,970,q2517,b,13666
1517408879078,970,q2518,c,13666
1517408879776,970,q2519,a,13666
1517444693551,980,q8980,d,7000
1517447749183,990,q4905,d,29000
1517452872106,1000,q10772,c,27000
1517452872613,1000,q10773,c,27000
1517452873152,1000,q10774,d,27000
1517452873661,1000,q10775,c,27000
1517467209436,1010,q5663,a,33000
1517484800597,1020,q2457,c,13666
1517484801047,1020,q2458,d,13666
1517484801460,1020,q2459,d,13666
1517505728291,1030,q6038,d,20000
1517507834448,1040,q4210,d,11000
1517508346273,1050,q4707,d,11000
1517544685082,1060,q4980,b,7000
1517545246079,1070,q3839,d,23000
1517549576393,1080,q6373,a,14000
1517555427895,1090,q224,c,19000
1517576199401,1100,q6254,c,13000
1517661207516,1110,q10234,d,19000
1517662189267,1120,q3982,a,48000
1517712037126,1130,q3793,c,13000
1517716343346,1140,q5226,b,20000
1517718056211,1150,q6031,c,25000
1517724995939,1160,q10164,a,29000
1517738128313,1170,q5928,d,11000
1517758862403,1180,q4547,c,6000
1517766221048,1190,q6213,a,29000
1517817718559,1200,q5746,d,13000
1517818258754,1210,q4465,c,19000
1517838810202,1220,q4174,a,48000
1517841039535,1230,q6487,c,17000
1517842027592,1240,q10316,a,7000
1517849497205,1250,q9343,b,15000
1517850162693,1260,q6026,a,7000
1517888364126,1270,q4465,c,15000
1517898876704,1280,q4290,b,21000
1517914271519,1290,q2118,c,17666
1517914271934,1290,q2119,b,17666
1517914272320,1290,q2120,a,17666
1517939163533,1300,q9609,a,32000
1517969214271,1310,q4554,b,188000
1517971225139,1320,q9496,b,16000
1517971772544,1330,q6249,d,24000
1517981862853,1340,q5231,a,31000
1518002607060,1350,q4695,b,13000
1518014666995,1360,q3402,a,12000
1518014667522,1360,q3403,d,12000
1518014667910,1360,q3404,a,12000
1518019450821,1370,q10685,d,17666
1518019451302,1370,q10686,a,17666
1518019451840,1370,q10687,a,17666
1518021106344,1380,q5347,d,54000
1518021464812,1390,q5240,c,11000
1518066112115,1400,q5583,d,21000
1518083297253,1410,q3962,a,8000
1518083853813,1420,q8389,b,10000
1518084200513,1430,q8404,a,11000
1518096162413,1440,q973,b,17000
1518098156105,1450,q3576,c,14000
1518098156499,1450,q3577,a,14000
1518098156958,1450,q3578,c,14000
1518101227754,1460,q4279,a,19000
1518102151328,1470,q1108,a,14000
1518140631157,1480,q5496,c,15000
1518141421810,1490,q10106,d,17000
1518145866869,1500,q6052,b,16000
1518184140105,1510,q2001,c,20333
1518184141153,1510,q2002,c,20333
1518184142113,1510,q2003,a,20333
1518187286903,1520,q9786,a,17000
1518245203564,1530,q7247,d,72800
1518245204588,1530,q7248,c,72800
1518245205590,1530,q7249,d,72800
1518245206561,1530,q7250,a,72800
1518245207530,1530,q7251,b,72800
1518302351372,1540,q2727,a,15000
1518302351769,1540,q2728,c,15000
1518302352128,1540,q2729,d,15000
1518305647467,1550,q764,b,13000
1518306897792,1560,q1248,a,14000
1518307958749,1570,q3249,c,14666
1518307959850,1570,q3250,c,14666
1518307961012,1570,q3251,b,14666
1518534286475,1580,q6028,d,8000
1518578897115,1590,q1113,c,19000
1518594687500,1600,q4818,c,13000
1518595105728,1610,q4186,c,19000
1518598612635,1620,q8498,c,26000
1518599083449,1630,q9990,b,25000
1518622421725,1640,q8840,c,23000
1518622743516,1650,q3962,c,30000
1518623015973,1660,q3902,c,21000
1518683292943,1670,q3734,a,12000
1518684650539,1680,q4659,c,30000
1518693754025,1690,q4265,a,31000
1518695107315,1700,q4712,a,27000
1518696587978,1710,q1647,c,13333
1518696588748,1710,q1648,a,13333
1518696589508,1710,q1649,a,13333
1518777806492,1720,q3667,a,11000
1518928361057,1730,q186,b,22000
1518944603831,1740,q1707,c,16666
1518944604150,1740,q1708,a,16666
1518944604450,1740,q1709,b,16666
1518946982288,1750,q8561,c,17000
1518948090215,1760,q4928,b,29000
1518954469827,1770,q3623,c,9000
1518960468524,1780,q8631,a,14000
1518961986708,1790,q8871,c,24000
1518962291142,1800,q6169,d,24000
1518962798488,1810,q3924,a,19000
1518963207449,1820,q4884,a,9000
1518967802103,1830,q4184,d,20000
1518968130616,1840,q5629,d,10000
1518968748888,1850,q9410,a,5000
1518969095220,1860,q6161,a,41000
1518970071650,1870,q4306,d,4000
1518970516710,1880,q6180,d,24000
1519018828450,1890,q8168,c,21000
1519029758936,1900,q590,b,16000
1519030669554,1910,q6500,d,16000
1519031291893,1920,q6161,c,31000
1519036807947,1930,q4134,a,4000
1519051519494,1940,q6589,c,317500
1519051520887,1940,q6590,b,317500
1519051521994,1940,q6591,c,317500
1519051523200,1940,q6592,a,317500
1519145200181,1950,q251,b,17000
1519147431368,1960,q730,c,17000
1519197183014,1970,q188,c,22000
1519198956354,1980,q916,a,18000
1519201676686,1990,q6173,d,206000
1519210786471,2000,q8909,b,22000
1519211474772,2010,q9834,a,16000
1519212336718,2020,q3963,a,13000
1519212926787,2030,q5969,a,9000
1519213749962,2040,q4326,c,33000
1519215689109,2050,q5721,c,19000
1519263484102,2060,q4203,b,13000
1519283655013,2070,q2262,c,14666
1519283655399,2070,q2263,b,14666
1519283655750,2070,q2264,a,14666
1519284922854,2080,q3261,d,18333
1519284923775,2080,q3262,c,18333
1519284925049,2080,q3263,c,18333
1519314190192,2090,q961,a,16000
1519334831602,2100,q9600,b,32000
1519362214869,2110,q3720,c,28000
1519363151663,2120,q3742,a,14000
1519366220442,2130,q8118,a,22000
1519366791470,2140,q712,c,16000
1519367973962,2150,q2214,b,14333
1519367974775,2150,q2215,b,14333
1519367975727,2150,q2216,b,14333
1519370835725,2160,q4103,c,38000
1519372012861,2170,q4924,b,27000
1519372710960,2180,q9750,a,29000
1519402196346,2190,q5896,a,29000
1519452504676,2200,q556,c,14000
1519476805748,2210,q10157,d,37000
1519477191113,2220,q5700,d,15000
1519482777111,2230,q6349,d,9000
1519483133991,2240,q5409,a,5000
1519486491070,2250,q11272,b,14000
1519486491913,2250,q11273,b,14000
1519486492809,2250,q11274,d,14000
1519515492635,2260,q428,b,19000
1519691318682,2270,q4019,a,46000
1519692659892,2280,q4235,c,8000
1519692768938,2280,q4235,c,4000
1519707593383,2290,q531,b,17000
1519771045872,2300,q475,c,20000
1519772686914,2310,q1806,c,21333
1519772687649,2310,q1807,a,21333
1519772688135,2310,q1808,a,21333
1519909984755,2320,q2622,c,17333
1519909985423,2320,q2623,a,17333
1519909986107,2320,q2624,a,17333
1519911022879,2330,q462,b,15000
1519913284647,2340,q720,b,21000
1519943576805,2350,q905,a,26000
1519944966768,2360,q8166,d,27000
1519983474926,2370,q6233,d,19000
1519999453371,2380,q1122,b,17000
1520000793457,2390,q426,b,18000
1515888359457,10,q4178,c,26000
1515888467135,10,q4178,b,18000
1515898082549,20,q11249,b,23000
1515987046118,30,q875,b,17000
1516024567329,40,q8081,a,10000
1516024844933,50,q131,c,17000
1516073012913,60,q4560,a,16000
1516073722137,70,q5401,b,36000
1516333418337,80,q6869,a,45750
1516333419062,80,q6870,d,45750
1516333419884,80,q6871,a,45750
1516333420635,80,q6872,c,45750
1517830006033,90,q8160,c,16000
1517914935540,100,q26,a,20000
1517915408987,110,q166,a,22000
1517916304912,120,q5218,a,35000
1517919657176,130,q923,b,12000
1517922369683,140,q287,c,19000
1518011836762,150,q482,b,12000
1518012469846,160,q970,b,15000
1518052973082,170,q639,b,18000
1518053221921,180,q974,c,17000
1518145840530,190,q8095,a,21000
1518349423789,200,q180,b,11000
1518349690550,210,q215,a,8000
1518351875603,220,q878,b,16000
1518353837038,230,q8151,a,8000
1518399032694,240,q337,c,16000
1518399321063,250,q11003,b,20000
1518401417825,260,q4476,b,18000
1518401918965,270,q4539,b,15000
1518495508555,280,q412,a,13000
1518495881228,290,q4166,c,9000
1518498959965,300,q4775,b,27000
1518501744060,310,q8144,d,18000
1518502736641,320,q1539,d,33333
1518502737462,320,q1540,d,33333
1518502738146,320,q1541,c,33333
1518504558644,330,q2088,c,21666
1518504560005,330,q2089,b,21666
1518504561115,330,q2090,c,21666
1518505185258,340,q416,a,17000
1518511719008,350,q6186,a,16000
1518589882847,360,q8134,a,25000
1518590116730,370,q67,c,18000
1518591344446,380,q9873,d,50000
1518596652601,390,q6134,a,23000
1518602779554,400,q6185,b,8000
1518703870540,410,q8053,b,11000
1518757774744,420,q3929,d,19000
1518837549527,430,q9946,d,30000
1518862433143,440,q5045,c,19000
1518951177908,450,q4731,b,8000
1518953571406,460,q492,b,15000
1519042248481,470,q11022,a,8000
1519187169532,480,q10872,d,25250
1519187170388,480,q10873,b,25250
1519187171316,480,q10874,c,25250
1519187172209,480,q10875,c,25250
1520298825334,490,q6459,c,8000
1522054526893,500,q4822,d,20000
1523144750214,510,q152,c,15000
1523182844540,520,q1093,b,14000
1523861443032,530,q8373,d,10000
1524641304126,540,q4321,a,20000
1524908369949,550,q5390,c,6000
1526111313285,560,q10256,c,19000
1529996196455,570,q205,a,21000
1530508028208,580,q650,b,36000
1530538223912,590,q4041,d,29000
1530538534822,600,q5313,d,16000
1530964531549,610,q3754,d,17000
1532823670387,620,q4031,b,17000
1532824416498,630,q8862,a,14000
1535420948116,640,q6187,b,24000
1535632733020,650,q6793,a,22000
1535632733398,650,q6794,d,22000
1535632733685,650,q6795,a,22000
1535632734218,650,q6796,d,22000
1515888974324,10,q4178,c,16000
1515890129298,20,q9147,c,21000
1516010836213,30,q10605,c,22250
1516010836221,30,q10604,a,22250
1516010836245,30,q10603,b,22250
1516010836280,30,q10602,a,22250
1516869437952,40,q6913,d,21000
1516869437990,40,q6915,a,21000
1516869438010,40,q6916,d,21000
1516869438021,40,q6914,b,21000
1517736248040,50,q6964,b,30250
1517736248063,50,q6963,c,30250
1517736248097,50,q6961,d,30250
1517736248240,50,q6962,a,30250
1531748656801,60,q4517,d,15000
1531749197084,70,q8135,a,23000
1531904315158,80,q6923,c,21750
1531904315194,80,q6921,c,21750
1531904315217,80,q6922,b,21750
1531904315612,80,q6924,a,21750
1531922090512,90,q6824,a,21000
1531922090550,90,q6821,d,21000
1531922090563,90,q6822,a,21000
1531922090573,90,q6823,a,21000
1531990973951,100,q511,a,17000
1531991437575,110,q2042,a,7666
1531991437583,110,q2041,d,7666
1531991437609,110,q2040,d,7666
1532163417525,120,q5774,a,24000
1532163762563,130,q11263,b,17000
1532177086852,140,q7119,c,54800
1532177086862,140,q7121,b,54800
1532177086873,140,q7118,d,54800
1532177086888,140,q7122,b,54800
1532177086938,140,q7120,c,54800
1532329713406,150,q7513,a,56600
1532329713422,150,q7512,b,56600
1532329713451,150,q7511,c,56600
1532329713465,150,q7510,c,56600
1532329713468,150,q7514,b,56600
1532478778319,160,q763,c,19000
1532518502934,170,q4429,b,18000
1532520952285,180,q6791,b,30000
1532520952326,180,q6789,c,30000
1532520952357,180,q6792,b,30000
1532520952370,180,q6790,c,30000
1532521265802,180,q6789,a,16250
1532521265811,180,q6791,c,16250
1532521265819,180,q6792,b,16250
1532521265821,180,q6790,c,16250
1532596765881,190,q1479,c,6333
1532596765932,190,q1481,a,6333
1532596765950,190,q1480,b,6333
1532682466811,200,q10648,b,28500
1532682466822,200,q10646,d,28500
1532682466860,200,q10649,a,28500
1532682466874,200,q10647,d,28500
1532755695442,210,q6770,d,34500
1532755695479,210,q6771,b,34500
1532755695506,210,q6769,a,34500
