,timestamp,solving_id,question_id,user_answer,elapsed_time,user_id
359,1567894592721,272,q7521,b,127200,1
360,1567894592772,272,q7522,c,127200,1
361,1567894592810,272,q7520,a,127200,1
362,1567978902667,273,q5012,b,33000,1
363,1567978968729,274,q4829,c,28000,1
364,1567979068913,275,q6528,c,77000,1
365,1567979221621,276,q4793,b,62000,1
366,1567979347847,277,q5049,a,79000,1
367,1567979442864,278,q17211,c,74000,1
368,1567979528184,279,q4760,a,47000,1
369,1567979624100,280,q3911,d,45000,1
370,1567979724984,281,q17122,b,60000,1
371,1567979819780,282,q5071,b,65000,1
372,1567979884231,283,q9724,c,26000,1
373,1567979941256,284,q3791,d,39000,1
374,1568122347501,285,q61,c,29000,1
375,1568122438067,286,q172,c,25000,1
376,1568122508616,287,q8057,c,26000,1
377,1568122606993,288,q8143,a,29000,1
378,1568122695756,289,q135,b,25000,1
379,1568122817085,290,q8108,d,24000,1
380,1568123913951,291,q3156,b,1333,1
381,1568123913953,291,q3157,b,1333,1
382,1568123913997,291,q3158,d,1333,1
383,1568124104854,292,q2954,d,666,1
384,1568124104862,292,q2953,d,666,1
385,1568124105016,292,q2952,a,666,1
386,1568124314070,293,q3397,a,37333,1
387,1568124314076,293,q3396,c,37333,1
388,1568124314080,293,q3398,d,37333,1
389,1568124496511,294,q3460,c,6666,1
390,1568124496527,294,q3459,b,6666,1
391,1568124497268,294,q3461,a,6666,1
392,1568124633394,295,q2640,c,9000,1
393,1568124633415,295,q2641,b,9000,1
394,1568124633422,295,q2642,a,9000,1
395,1568155710417,296,q10640,d,51750,1
396,1568155710437,296,q10641,a,51750,1
397,1568155710494,296,q10639,a,51750,1
398,1568155710554,296,q10638,a,51750,1
399,1568155993936,297,q6853,b,33000,1
400,1568155993961,297,q6856,b,33000,1
401,1568155993982,297,q6854,a,33000,1
402,1568155994588,297,q6855,d,33000,1
403,1568156344759,298,q6880,d,79500,1
404,1568156344784,298,q6878,b,79500,1
405,1568156344837,298,q6877,d,79500,1
406,1568156344892,298,q6879,b,79500,1
407,1568157370969,299,q6806,c,113750,1
408,1568157370983,299,q6808,d,113750,1
409,1568157373695,299,q6805,c,113750,1
410,1568157373723,299,q6807,c,113750,1
411,1568181478385,300,q10634,b,42750,1
412,1568181478400,300,q10636,a,42750,1
413,1568181478462,300,q10635,a,42750,1
414,1568181478572,300,q10637,c,42750,1
415,1568181657509,301,q5221,b,102000,1
416,1568183022264,302,q6924,a,65000,1
417,1568183022280,302,q6922,b,65000,1
418,1568183022290,302,q6923,c,65000,1
419,1568183022367,302,q6921,c,65000,1
420,1568183324880,303,q6194,a,93000,1
421,1568183405783,304,q4127,a,54000,1
422,1568183768081,305,q4563,b,30000,1
423,1568278371170,306,q5458,a,64000,1
424,1568343972691,307,q9148,d,30000,1
425,1568344009755,308,q5507,b,18000,1
426,1568344148367,309,q10149,a,106000,1
427,1568344231656,310,q4318,d,43000,1
428,1568344301414,311,q5838,d,22000,1
429,1568344380708,312,q5763,d,40000,1
430,1568344451189,313,q4001,a,48000,1
431,1568344622188,314,q8373,d,95000,1
432,1568344696063,315,q6543,a,48000,1
433,1568344848088,316,q5075,b,94000,1
434,1568344951512,317,q17151,d,72000,1
435,1568345052779,318,q6059,c,42000,1
436,1568346880888,319,q6930,c,62750,1
437,1568346880922,319,q6929,c,62750,1
438,1568346880926,319,q6931,c,62750,1
439,1568346880957,319,q6932,a,62750,1
440,1568450064588,320,q6665,c,55250,1
441,1568450064674,320,q6667,a,55250,1
442,1568450064679,320,q6668,a,55250,1
443,1568450064705,320,q6666,b,55250,1
444,1568450285934,321,q6987,d,37250,1
445,1568450285945,321,q6986,c,37250,1
446,1568450285955,321,q6985,b,37250,1
447,1568450286011,321,q6988,a,37250,1
448,1568450509037,322,q11833,b,35250,1
449,1568450509060,322,q11834,a,35250,1
450,1568450509127,322,q11831,d,35250,1
451,1568450509216,322,q11832,a,35250,1
452,1568640633013,323,q13,a,26000,1
453,1568640724642,324,q8096,a,32000,1
454,1568640807224,325,q188,c,25000,1
455,1568640865347,326,q176,b,26000,1
456,1568640976655,327,q29,d,29000,1
457,1568641073348,328,q46,a,24000,1
458,1568685266336,329,q2520,a,119666,1
459,1568685266347,329,q2522,b,119666,1
460,1568685266430,329,q2521,d,119666,1
461,1568699575882,330,q9463,b,26000,1
462,1568699774199,331,q5922,d,158000,1
463,1568702205045,332,q5773,b,139000,1
464,1568702431048,333,q6486,d,183000,1
465,1568705057072,334,q10119,b,40000,1
466,1568705170162,335,q8460,a,67000,1
467,1568705977911,336,q4166,b,85000,1
468,1568706228179,337,q4055,d,42000,1
469,1568706941883,338,q9965,d,318000,1
470,1568707101461,339,q5052,a,121000,1
471,1568707798469,340,q6571,b,142750,1
472,1568707798489,340,q6569,c,142750,1
473,1568707798500,340,q6570,c,142750,1
474,1568707798554,340,q6572,d,142750,1
475,1568708244438,341,q6650,c,85250,1
476,1568708244456,341,q6651,b,85250,1
477,1568708244457,341,q6652,b,85250,1
478,1568708244477,341,q6649,d,85250,1
479,1568729894598,342,q1918,a,46000,1
480,1568729894606,342,q1917,c,46000,1
481,1568729894668,342,q1919,b,46000,1
482,1568730476792,343,q2213,a,30000,1
483,1568730476806,343,q2212,c,30000,1
484,1568730476868,343,q2211,b,30000,1
485,1568730954964,344,q2195,b,32000,1
486,1568730954968,344,q2193,a,32000,1
487,1568730955344,344,q2194,c,32000,1
488,1568732772613,345,q2408,c,36333,1
489,1568732772642,345,q2407,d,36333,1
490,1568732772642,345,q2406,b,36333,1
491,1568755178954,346,q2671,a,61666,1
492,1568755179040,346,q2670,b,61666,1
493,1568755179098,346,q2672,c,61666,1
494,1568755546182,347,q2680,b,59333,1
495,1568755546212,347,q2681,c,59333,1
496,1568755546220,347,q2679,b,59333,1
497,1568755829848,348,q2917,a,38333,1
498,1568755829855,348,q2916,b,38333,1
499,1568755830224,348,q2918,a,38333,1
500,1568756155548,349,q3113,c,44333,1
501,1568756155557,349,q3112,c,44333,1
502,1568756155605,349,q3111,a,44333,1
503,1568756477935,350,q2624,b,38000,1
504,1568756478803,350,q2622,a,38000,1
505,1568756478897,350,q2623,b,38000,1
506,1568761187025,351,q1765,a,42333,1
507,1568761187140,351,q1764,c,42333,1
508,1568761187143,351,q1766,b,42333,1
509,1568761510647,352,q1761,b,44666,1
510,1568761511035,352,q1763,c,44666,1
511,1568761511040,352,q1762,c,44666,1
512,1568766219960,353,q8168,c,28000,1
513,1568766305501,354,q11,c,42000,1
514,1568766386174,355,q11194,b,24000,1
515,1568766487690,356,q8090,d,24000,1
516,1568766560553,357,q8161,d,27000,1
517,1568766888086,358,q65,b,27000,1
518,1568766965524,359,q11243,b,26000,1
519,1568767034076,360,q59,c,29000,1
520,1568767112613,361,q111,d,34000,1
521,1568767234632,362,q8179,c,28000,1
522,1568768310805,363,q1418,d,6666,1
523,1568768310874,363,q1417,c,6666,1
524,1568768310930,363,q1416,a,6666,1
525,1568768959464,364,q2567,c,29666,1
526,1568768959493,364,q2566,a,29666,1
527,1568768959499,364,q2565,c,29666,1
528,1568785624457,365,q7401,b,150750,1
529,1568785624468,365,q7398,c,150750,1
530,1568785624511,365,q7400,b,150750,1
531,1568785624656,365,q7399,d,150750,1
532,1568800327884,366,q8022,a,129500,1
533,1568800327884,366,q8025,b,129500,1
534,1568800327886,366,q8023,d,129500,1
535,1568800327944,366,q8024,c,129500,1
536,1568804505214,367,q7875,d,86600,1
537,1568804505273,367,q7873,c,86600,1
538,1568804505287,367,q7872,a,86600,1
539,1568804505299,367,q7871,d,86600,1
540,1568804505317,367,q7874,c,86600,1
541,1568814485775,368,q11040,b,31000,1
542,1568814789417,369,q131,c,26000,1
543,1568815015405,370,q73,b,26000,1
544,1568815878747,371,q56,c,229000,1
545,1568816041028,372,q11182,d,54000,1
546,1568817001849,373,q8103,d,324000,1
547,1568817222160,374,q8074,c,29000,1
548,1568817556021,375,q171,d,159000,1
549,1568819606292,376,q11220,b,319000,1
550,1568819886610,377,q158,c,27000,1
551,1568844908355,378,q1577,c,44000,1
552,1568844908572,378,q1576,c,44000,1
553,1568844908640,378,q1575,c,44000,1
554,1568845288332,379,q1740,d,46666,1
555,1568845288375,379,q1742,b,46666,1
556,1568845288389,379,q1741,d,46666,1
557,1568845629948,380,q1924,b,47000,1
558,1568845629948,380,q1925,a,47000,1
559,1568845629964,380,q1923,b,47000,1
560,1568845941694,381,q2116,c,37000,1
561,1568845941743,381,q2115,c,37000,1
562,1568845941766,381,q2117,b,37000,1
563,1568846355638,382,q2150,a,36333,1
564,1568846355670,382,q2148,d,36333,1
565,1568846355678,382,q2149,b,36333,1
566,1568867584526,383,q7511,c,299600,1
567,1568867584533,383,q7512,d,299600,1
568,1568867584544,383,q7510,c,299600,1
569,1568867584623,383,q7513,d,299600,1
570,1568867584740,383,q7514,b,299600,1
571,1568869778688,384,q7771,b,238000,1
572,1568869778719,384,q7770,c,238000,1
573,1568869778741,384,q7772,d,238000,1
574,1568969008266,385,q3313,a,42000,1
575,1568969008316,385,q3312,a,42000,1
576,1568969008408,385,q3314,b,42000,1
577,1568969273073,386,q3560,c,46000,1
578,1568969273105,386,q3559,b,46000,1
579,1568969277567,386,q3558,d,46000,1
580,1568969494840,387,q2859,a,11000,1
581,1568969494847,387,q2861,d,11000,1
582,1568969494850,387,q2860,d,11000,1
583,1569025442787,388,q6887,b,43500,1
584,1569025442837,388,q6885,a,43500,1
585,1569025442861,388,q6888,b,43500,1
586,1569025442978,388,q6886,b,43500,1
587,1569049909558,389,q11549,d,63000,1
588,1569049909566,389,q11548,a,63000,1
589,1569049909640,389,q11550,c,63000,1
590,1569049909669,389,q11547,a,63000,1
591,1569050317587,390,q6568,b,56500,1
592,1569050317593,390,q6565,a,56500,1
593,1569050317626,390,q6567,b,56500,1
594,1569050317726,390,q6566,d,56500,1
595,1569052616612,391,q6968,c,65500,1
596,1569052616666,391,q6967,c,65500,1
597,1569052616676,391,q6966,d,65500,1
598,1569052616762,391,q6965,b,65500,1
599,1569053032804,392,q6869,a,74500,1
600,1569053032832,392,q6871,d,74500,1
601,1569053032882,392,q6870,b,74500,1
602,1569053032899,392,q6872,a,74500,1
603,1569053881855,393,q7260,d,129400,1
604,1569053881861,393,q7258,c,129400,1
605,1569053881904,393,q7261,d,129400,1
606,1569053881918,393,q7257,d,129400,1
607,1569053882076,393,q7259,c,129400,1
608,1569054754534,394,q7249,d,108800,1
609,1569054754567,394,q7248,a,108800,1
610,1569054754573,394,q7247,d,108800,1
611,1569054754579,394,q7250,a,108800,1
612,1569054754687,394,q7251,b,108800,1
613,1569074312877,395,q2660,a,33666,1
614,1569074312943,395,q2659,b,33666,1
615,1569074312964,395,q2658,b,33666,1
616,1569074572092,396,q2848,a,43333,1
617,1569074572114,396,q2849,a,43333,1
618,1569074572121,396,q2847,c,43333,1
619,1569074808566,397,q2721,a,30333,1
620,1569074808598,397,q2723,a,30333,1
621,1569074808612,397,q2722,b,30333,1
622,1569075035041,398,q3416,d,38666,1
623,1569075035072,398,q3415,a,38666,1
624,1569075035140,398,q3414,b,38666,1
625,1569075248465,399,q3411,c,39000,1
626,1569075248540,399,q3413,d,39000,1
627,1569075248637,399,q3412,c,39000,1
628,1569157993775,400,q3222,a,37333,1
629,1569157993800,400,q3223,c,37333,1
630,1569157993814,400,q3224,d,37333,1
631,1569158259997,401,q2601,a,40333,1
632,1569158260004,401,q2603,b,40333,1
633,1569158260049,401,q2602,a,40333,1
634,1569158567870,402,q3524,c,40333,1
635,1569158567923,402,q3522,b,40333,1
636,1569158567943,402,q3523,a,40333,1
637,1569158820931,403,q2846,c,31666,1
638,1569158820935,403,q2844,b,31666,1
639,1569158820985,403,q2845,d,31666,1
640,1569159048942,404,q3425,d,36333,1
641,1569159048952,404,q3423,b,36333,1
642,1569159048966,404,q3424,a,36333,1
643,1569246148784,405,q3557,b,33333,1
644,1569246148785,405,q3556,b,33333,1
645,1569246148882,405,q3555,b,33333,1
646,1569246404850,406,q3306,d,31333,1
647,1569246404867,406,q3307,a,31333,1
648,1569246404890,406,q3308,d,31333,1
649,1569247302408,407,q2627,b,37666,1
650,1569247302423,407,q2626,c,37666,1
651,1569247302480,407,q2625,d,37666,1
652,1569247673264,408,q2608,c,38666,1
653,1569247673270,408,q2609,c,38666,1
654,1569247673274,408,q2607,c,38666,1
655,1569247962132,409,q3388,b,41666,1
656,1569247962149,409,q3389,c,41666,1
657,1569247962151,409,q3387,b,41666,1
658,1569275203698,410,q6355,b,21000,1
659,1569275299020,411,q6336,a,62000,1
660,1569275355101,412,q9825,b,31000,1
661,1569275568132,413,q5328,d,39000,1
662,1569275661982,414,q5308,b,48000,1
663,1569275755091,415,q4602,c,57000,1
664,1569275807985,416,q9094,d,27000,1
665,1569275901062,417,q9578,c,76000,1
666,1569275995704,418,q4181,b,13000,1
